-1.593887067141391833e-03;-8.071375360347272931e-02;3.139428967182238128e-02
-7.958789836164705811e-01;1.972028843513858390e-02;-2.040865684689534623e-02
3.474662861202195696e-01;-4.367568825392491999e-02;-1.063008534118210224e-01
-6.264384880837090552e-01;-4.602503943101144551e-02;-6.996695580723716335e-02
4.730532975320860811e-01;-6.072582828554819873e-02;-8.162119516416449505e-02
-1.078696132666486368e-01;3.285345869444530886e-02;-7.020786719578724078e-02
4.344211126829695679e-01;-6.973131308177814291e-02;-5.299522996378148998e-02
-6.518204756398546795e-01;-7.028499283986816559e-02;-1.530852489197643759e-02
-6.486194865443500879e-01;-5.852940625652282292e-02;-8.239843883220343557e-02
-5.817650207660377548e-01;6.176621695238693199e-02;-7.004258245332643795e-02
-5.811721836849400580e-01;3.048598215140513323e-02;6.060567374392272083e-02
-4.685450951013341303e-01;3.562013814732224726e-02;-1.671109969563389086e-02
-1.383105663735516577e-01;3.859729595352294484e-02;9.666249566588291930e-02
1.053657310904513089e+00;5.180218052057068701e-02;-1.039783256522691657e-02
-3.925291689914654492e-01;-6.698981869374248665e-02;-7.535189822210953958e-02
-8.591829180469708893e-01;2.139689715003397635e-02;-3.994716860856397517e-02
2.033800214938116802e-02;-1.183381058100166881e-02;-2.927709505589835490e-02
-6.552585466049186680e-01;-5.786003407757683847e-02;-9.446076831772154403e-02
-8.367368859861528119e-01;2.069307063122645396e-02;-2.051236307652849408e-02
3.841121195367638852e-01;3.511492075222245879e-02;-5.875767043541302304e-02
1.811440920048074943e-01;6.608084879029960113e-02;-4.420860479052941133e-02
-2.125962310979117864e-01;-1.003339211412298121e-01;-6.152101941067563556e-02
-8.679815960571963807e-01;9.964372653162946458e-02;-9.077833738307478084e-02
-3.041602795942091042e-01;4.709890077455086005e-02;-5.092221648585076865e-02
1.915421333877487947e-02;1.598174795543656074e-02;-9.776238596195474528e-02
-6.729922408856160443e-01;-2.480709837899166756e-02;1.743842448810657003e-02
-2.290438367447229506e-01;5.598875483699650157e-02;3.732945616904859154e-02
-5.472480556936881041e-02;-9.547557466703011919e-02;9.528280034202691109e-03
6.396037195444919110e-01;-8.276703444473230975e-02;-5.836908154677376143e-02
-2.550549256613303117e-01;-1.982299000333496986e-02;8.847279147004211142e-02
