-6.551007153926555748e-01;2.910420751711900039e-02;-1.021362714667454763e-01
-2.361911059255318301e-01;3.609633753670255657e-02;-8.702893471077813303e-02
4.141706656734816527e-01;-7.130192441015915927e-02;7.139374670827897118e-02
7.597516661615877354e-01;-8.825339700925985409e-02;1.618618815467537733e-03
4.455621424095165262e-01;2.625682031404763528e-02;-7.050238035313936835e-02
6.564390242152793320e-01;-1.250916564408793667e-02;-3.073796508535144717e-02
5.546811668541111739e-01;-6.376510627730028191e-02;8.089618501141090934e-02
2.880909654065238468e-01;-1.482146028288314904e-02;5.714743574806405851e-02
7.049038585698644832e-01;-4.418197064425950088e-02;-8.283103039703504367e-02
1.713287826838889305e-01;2.982270167026378899e-02;-9.145528847125265759e-02
2.982910330894589790e-01;-6.298375632452495043e-02;-7.597232647983065412e-02
-5.531455056964144079e-01;4.238124731261624228e-02;1.237537197568066016e-01
-1.141683483383695435e-01;-5.836010064605277881e-02;-9.065403519872920757e-02
3.705322681031728571e-01;5.392546259899724109e-02;4.081663374803500000e-02
-2.210620457070324452e-01;-8.318162940054323051e-02;1.017473142331629526e-01
-5.728328644102539946e-03;-7.745757865935534725e-02;6.483749419635712052e-02
-7.121603160538390043e-01;7.748806280220991993e-02;4.044815317797457316e-02
-8.591617881500883680e-01;3.241502536056810324e-02;2.237444709277318713e-02
-5.043760179222499251e-02;-8.124841360469349516e-02;5.922061546988523217e-02
-5.756073531853340697e-01;-4.913613767529467768e-02;8.257128611700902121e-02
9.718830219785081770e-01;3.278469278019287975e-02;-3.412648163586574218e-02
2.987148158874312065e-01;-4.342315722289404739e-02;-1.134753620321182072e-01
4.763125760977557910e-01;-1.063730129604845559e-01;-6.472087603283185886e-02
-6.014281648361016197e-01;1.246650290160188496e-01;-3.138286724772610531e-02
-6.627351470102150754e-01;1.736948964721871103e-01;-4.796226439774722849e-02
9.610705188071491101e-01;-4.091973170757115530e-03;-6.578676291455141933e-02
-5.534791893011994229e-02;3.018688849351045325e-02;5.318185555542266629e-02
5.689304129695413881e-01;-8.145741113149221335e-02;5.740097479873201153e-02
8.955784188738001861e-01;1.407537003716215762e-01;-4.500084744140855908e-02
-7.652487223671852190e-01;-7.402630674257189292e-02;1.116823531725717467e-01
-6.322029229362778890e-01;3.641322191323248525e-02;-1.109422325950816246e-01
4.465048852918249156e-01;-7.246386969427476288e-02;1.715211525655292203e-03
5.302324851823082830e-02;1.463226338457487841e-02;-4.628963741699922141e-02
-4.591448730389524058e-01;-6.180968243386478905e-02;-8.070430197697218977e-02
7.351360013971751650e-01;8.677702160656375341e-02;-3.011555319437736120e-02
-4.328215890579961700e-01;-6.285459972936491280e-02;6.012497890631685049e-02
-1.154075385451156927e-01;-5.818055489190942370e-02;8.183032215774993512e-02
3.864138844054271771e-01;2.548132381803922680e-02;6.387268398436368733e-02
-2.311161058562886950e-01;4.150179281067382930e-02;-7.438003017576287623e-02
2.695758691286410103e-01;-1.449446628920468549e-02;-7.375517778281776016e-02
1.366344983341654939e-01;-8.913976768092583824e-02;-1.473367502547501609e-02
1.916733388214631462e-01;-7.110943869793295846e-02;7.122333452260173892e-02
7.780857598090580307e-01;-8.550230076631382126e-02;-4.401474651395376192e-02
8.961257646731353166e-01;1.539381234840598300e-01;3.259377212412215702e-02
4.994876519659710024e-01;-2.506017752648328697e-02;-9.107823280429179491e-02
2.374199311087744346e-01;-9.258095419801276593e-02;8.670933271350987279e-03
